matrix_dim, etime, flops, cores
16384, 52.089356, 168865459235.241821, 1
16384, 51.750512, 169971130376.603821, 1
16384, 51.141822, 171994126885.193878, 1
16384, 50.918516, 172748416748.987732, 1
16384, 50.970591, 172571925293.312775, 1
16384, 51.302227, 171456358458.045105, 1
16384, 50.879170, 172882006962.928040, 1
16384, 51.351883, 171290564402.633484, 1
16384, 50.627008, 173743094243.452057, 1
16384, 50.616523, 173779084395.188507, 1
